TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
300,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
300,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
301,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
301,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
302,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
302,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
303,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
303,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
304,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
304,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
305,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
305,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
306,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
306,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
307,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
307,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
308,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
308,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
309,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
309,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
310,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
310,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,1240.0
311,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
311,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
312,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
312,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
313,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
313,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
314,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
314,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
315,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
315,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
316,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
316,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
317,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
317,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
318,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
318,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
319,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
319,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
320,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
320,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
321,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
321,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
322,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
322,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
323,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
323,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
324,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
324,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
325,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
325,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
326,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
326,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
327,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
327,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
328,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
328,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,471216.0,450000.0,0.05,22500.0,371,402.0
329,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
329,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
330,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
330,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
331,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
331,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
332,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
332,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
333,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
333,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
334,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
334,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
335,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
335,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
336,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
336,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
337,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
337,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
338,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
338,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
339,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
339,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
340,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
340,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
341,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
341,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
342,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
342,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
343,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
343,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
344,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
344,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
345,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
345,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
346,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
346,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,1240.0
347,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
347,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
348,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
348,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
349,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
349,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
350,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
350,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
351,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
351,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
352,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
352,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
353,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
353,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
354,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
354,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
355,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
355,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
356,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
356,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
357,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
357,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
358,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
358,2024-06-20,2024,2,6,25,20,NY,New York,10001,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
359,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
359,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
360,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
360,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,1,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
361,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
361,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
362,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
362,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Young,0,Broker Associate,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
363,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
363,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
364,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
364,2024-06-20,2024,2,6,25,20,NY,New York,10001,Female,Adult,10,Senior Agent,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,4.2,21619.0,371,402.0
365,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
365,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
366,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
366,2024-06-20,2024,2,6,25,20,California,Fresno,93750,Male,Middle Aged,4,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
367,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
367,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
368,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
368,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Male,Middle Aged,5,Property Manager,2500,3,2,1,2,300,10,Excellent,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
369,2024-06-20,2024,2,6,25,20,California,San Francisco,94142,Female,Young,1,Broker Associate,3418,4,4,2,2,473,44,Poor,Sale,4,500,450000.0,450000.0,0.05,22500.0,371,1240.0
