maintenance_id,property_id,maintenance_date,maintenance_type,cost,description,1,731,12/19/2019,error: undefined method `first' for nil:NilClass,3562,3-000 - General,852,1/28/2021,5889,13-185 - Kennels and Animal Shelters
270.0,503.0,3/3/2023,Painting,2760.0,10-290 - Pest Control,,,,,,,,,,
271.0,180.0,11/24/2023,Flooring repair,4051.0,1-011 - Project Engineer,,,,,,,,,,
272.0,947.0,9/3/2022,Plumbing repair,4542.0,11-450 - Residential Equipment,,,,,,,,,,
273.0,215.0,4/3/2020,HVAC servicing,7641.0,6-200 - Finish Carpentry,,,,,,,,,,
274.0,981.0,5/12/2020,Plumbing repair,3848.0,11-850 - Navigation Equipment,,,,,,,,,,
275.0,96.0,7/9/2019,,5290.0,10-400 - Identification Devices,,,,,,,,,,
276.0,491.0,4/5/2021,Electrical maintenance,3730.0,16-050 - Basic Electrical Materials and Methods,,,,,,,,,,
277.0,45.0,4/26/2022,Painting,2824.0,"1-514 - Temporary Heating, Cooling and Ventilation",,,,,,,,,,
278.0,985.0,10/29/2020,Electrical maintenance,8288.0,8-700 - Hardware,,,,,,,,,,
279.0,757.0,5/30/2023,Window replacement,8341.0,4-700 - Simulated Masonry,,,,,,,,,,
280.0,769.0,7/24/2020,Painting,2104.0,2-815 - Fountains,,,,,,,,,,
281.0,437.0,11/20/2022,HVAC servicing,6723.0,1-000 - Purpose,,,,,,,,,,
282.0,316.0,6/11/2022,Plumbing repair,7619.0,9-800 - Acoustical Treatment,,,,,,,,,,
283.0,721.0,10/25/2019,Electrical maintenance,9288.0,8-800 - Glazing,,,,,,,,,,
284.0,615.0,10/19/2020,Plumbing repair,8551.0,11-700 - Medical Equipment,,,,,,,,,,
285.0,957.0,10/12/2020,Roofing replacement,2960.0,10-500 - Lockers,,,,,,,,,,
286.0,963.0,2/29/2020,Roofing replacement,380.0,2-230 - Site Clearing,,,,,,,,,,
287.0,763.0,2/7/2020,,1842.0,5-900 - Metal Restoration and Cleaning,,,,,,,,,,
288.0,991.0,11/13/2023,Painting,5379.0,2-830 - Retaining Walls,,,,,,,,,,
289.0,184.0,10/12/2020,Flooring repair,9298.0,9-300 - Tile,,,,,,,,,,
290.0,792.0,12/18/2022,Flooring repair,9037.0,13-550 - Transportation Control Instrumentation,,,,,,,,,,
291.0,91.0,7/26/2022,HVAC servicing,5751.0,2-800 - Site Amenities,,,,,,,,,,
292.0,315.0,2/18/2023,HVAC servicing,7533.0,11-780 - Mortuary Equipment,,,,,,,,,,
293.0,301.0,1/11/2022,HVAC servicing,1557.0,"11-480 - Athletic, Recreational, and Therapeutic Equipment",,,,,,,,,,
294.0,328.0,7/28/2021,Window replacement,1815.0,"15-950 - Testing, Adjusting, and Balancing",,,,,,,,,,
295.0,701.0,9/29/2023,HVAC servicing,1498.0,13-260 - Sludge Conditioning Systems,,,,,,,,,,
296.0,83.0,6/25/2022,HVAC servicing,4725.0,2-740 - Flexible Pavement Asphalt Pavement,,,,,,,,,,
297.0,279.0,5/5/2023,Flooring repair,5871.0,13-120 - Pre-Engineered Structures,,,,,,,,,,
298.0,399.0,7/6/2019,,5682.0,2-230 - Site Clearing,,,,,,,,,,
299.0,421.0,3/4/2022,Window replacement,7743.0,11-650 - Planetarium Equipment,,,,,,,,,,
300.0,576.0,10/4/2023,Roofing replacement,2059.0,14-700 - Turntables,,,,,,,,,,
301.0,397.0,12/12/2021,Electrical maintenance,8243.0,10-150 - Compartments and Cubicles,,,,,,,,,,
302.0,877.0,10/15/2021,Painting,7087.0,15-500 - Heat-Generation Equipment,,,,,,,,,,
303.0,719.0,5/30/2019,Plumbing repair,7858.0,11-680 - Office Equipment,,,,,,,,,,
304.0,249.0,6/25/2021,Window replacement,7318.0,8-900 - Glazed Curtain Wall,,,,,,,,,,
305.0,165.0,8/18/2019,HVAC servicing,2620.0,16 - Electrical,,,,,,,,,,
306.0,942.0,5/25/2020,Roofing replacement,1164.0,1-560 - Temporary Barriers and Enclosures,,,,,,,,,,
307.0,923.0,6/17/2020,,972.0,16-400 - Low-Voltage Distribution,,,,,,,,,,
308.0,368.0,5/7/2020,,7770.0,10-150 - Compartments and Cubicles,,,,,,,,,,
309.0,217.0,3/26/2019,Flooring repair,2894.0,11-150 - Parking Control Equipment,,,,,,,,,,
310.0,723.0,9/3/2023,Electrical maintenance,3228.0,14-200 - Elevators,,,,,,,,,,
311.0,275.0,4/20/2020,Window replacement,981.0,9-900 - Paints and Coatings,,,,,,,,,,
312.0,672.0,11/25/2022,HVAC servicing,9504.0,11-300 - Fluid Waste Treatment and Disposal Equipment,,,,,,,,,,
313.0,670.0,12/8/2020,Plumbing repair,991.0,7-050 - Basic Thermal and Moisture Protection Materials and Methods,,,,,,,,,,
314.0,142.0,4/4/2020,HVAC servicing,6207.0,1-511 - Temporary Electricity,,,,,,,,,,
315.0,898.0,2/10/2021,Plumbing repair,7821.0,12-600 - Multiple Seating,,,,,,,,,,
316.0,321.0,7/15/2020,Flooring repair,3104.0,8-600 - Skylights,,,,,,,,,,
317.0,266.0,4/24/2021,Painting,6299.0,10-520 - Fire Protection Specialties,,,,,,,,,,
318.0,345.0,8/23/2021,Painting,2364.0,1-540 - Construction Aids,,,,,,,,,,
319.0,786.0,12/7/2022,Electrical maintenance,4224.0,2-625 - Retaining Wall Drainage Piping,,,,,,,,,,
320.0,144.0,4/15/2021,Roofing replacement,2584.0,2-825 - Wood Fences and Gates,,,,,,,,,,
321.0,239.0,7/11/2020,Plumbing repair,1765.0,2-317 - Select Borrow,,,,,,,,,,
322.0,637.0,9/18/2023,HVAC servicing,4818.0,4-200 - Masonry Units,,,,,,,,,,
323.0,536.0,11/1/2023,Roofing replacement,3842.0,1-000 - Purpose,,,,,,,,,,
324.0,430.0,3/23/2023,Painting,5556.0,5-900 - Metal Restoration and Cleaning,,,,,,,,,,
325.0,823.0,10/28/2020,Roofing replacement,3097.0,2-540 - Septic Tank,,,,,,,,,,
326.0,613.0,11/14/2019,Roofing replacement,1103.0,1-700 - Execution Requirements,,,,,,,,,,
327.0,290.0,8/28/2019,Plumbing repair,394.0,6-200 - Finish Carpentry,,,,,,,,,,
328.0,33.0,7/19/2019,Flooring repair,3057.0,1-012 - Superintendent,,,,,,,,,,
329.0,783.0,12/23/2019,,5239.0,12-600 - Multiple Seating,,,,,,,,,,
330.0,506.0,10/5/2021,Electrical maintenance,8591.0,13-170 - Tubs and Pools,,,,,,,,,,
331.0,472.0,3/3/2023,Flooring repair,5637.0,2-315 - Excavation,,,,,,,,,,
332.0,240.0,8/23/2022,Electrical maintenance,3787.0,2-936 - Fertilizer,,,,,,,,,,
333.0,901.0,4/3/2021,Roofing replacement,1108.0,1-580 - Project Identification,,,,,,,,,,
334.0,992.0,2/1/2020,,5758.0,15-800 - Air Distribution,,,,,,,,,,
335.0,906.0,8/26/2023,,4512.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
336.0,72.0,1/2/2023,Window replacement,3259.0,10-520 - Fire Protection Specialties,,,,,,,,,,
337.0,884.0,11/28/2022,Electrical maintenance,3569.0,2-220 - Site Demolition,,,,,,,,,,
338.0,517.0,7/9/2022,Electrical maintenance,3732.0,17-010 - Contingency,,,,,,,,,,
339.0,234.0,4/16/2019,Painting,8019.0,10-100 - Visual Display Boards,,,,,,,,,,
340.0,138.0,11/27/2023,Electrical maintenance,4125.0,13-900 - Fire Suppression,,,,,,,,,,
341.0,371.0,3/22/2021,Electrical maintenance,944.0,13-280 - Hazardous Material Remediation,,,,,,,,,,
342.0,306.0,7/16/2020,Painting,3684.0,11-400 - Food Service Equipment,,,,,,,,,,
343.0,814.0,12/16/2022,Plumbing repair,8070.0,7-500 - Membrane Roofing,,,,,,,,,,
344.0,310.0,11/3/2020,,1877.0,2-780 - Clay Unit Pavers,,,,,,,,,,
345.0,793.0,2/21/2020,Painting,2305.0,2-800 - Site Amenities,,,,,,,,,,
346.0,420.0,3/26/2022,Roofing replacement,8827.0,12-500 - Furniture,,,,,,,,,,
347.0,250.0,9/12/2021,HVAC servicing,8329.0,6-200 - Finish Carpentry,,,,,,,,,,
348.0,655.0,4/26/2023,Painting,6257.0,6-900 - Wood and Plastic Restoration and Cleaning,,,,,,,,,,
349.0,130.0,4/5/2023,Roofing replacement,9172.0,1-580 - Project Identification,,,,,,,,,,
350.0,635.0,3/24/2021,Flooring repair,5830.0,1-600 - Product Requirements (Scope of Work),,,,,,,,,,
351.0,903.0,9/9/2022,,6456.0,2-822 - Ornamental Metal Fences and Gates,,,,,,,,,,
352.0,192.0,2/6/2022,Roofing replacement,4293.0,4-050 - Basic Masonry Materials and Methods,,,,,,,,,,
353.0,546.0,1/25/2020,Electrical maintenance,2615.0,11-870 - Agricultural Equipment,,,,,,,,,,
354.0,367.0,2/8/2023,Window replacement,8033.0,10-700 - Exterior Protection,,,,,,,,,,
355.0,760.0,12/28/2021,Roofing replacement,8217.0,5-700 - Ornamental Metal,,,,,,,,,,
356.0,42.0,3/21/2021,Flooring repair,5118.0,5-900 - Metal Restoration and Cleaning,,,,,,,,,,
357.0,229.0,11/9/2022,Painting,5674.0,1-904 - Hazardous Materials Removal and Disposal,,,,,,,,,,
358.0,200.0,1/14/2020,,9379.0,7-400 - Roofing and Siding Panels,,,,,,,,,,
359.0,167.0,10/19/2022,Window replacement,6319.0,13-200 - Storage Tanks,,,,,,,,,,
360.0,38.0,4/1/2022,Plumbing repair,6979.0,2-780 - Clay Unit Pavers,,,,,,,,,,
361.0,864.0,5/3/2020,Electrical maintenance,3103.0,11-050 - Library Equipment,,,,,,,,,,
362.0,227.0,7/5/2021,,8068.0,3-400 - Precast Concrete,,,,,,,,,,
363.0,498.0,10/18/2021,Painting,8880.0,10-820 - Bathroom Accessories,,,,,,,,,,
364.0,518.0,3/21/2020,,6674.0,7-400 - Roofing and Siding Panels,,,,,,,,,,
365.0,263.0,1/30/2022,Roofing replacement,5062.0,3-320 - Slab Foundations,,,,,,,,,,
366.0,282.0,4/10/2021,Roofing replacement,1683.0,5-500 - Metal Fabrications,,,,,,,,,,
367.0,294.0,5/27/2019,Electrical maintenance,636.0,15-050 - Basic Mechanical Materials and Methods,,,,,,,,,,
368.0,111.0,4/17/2022,,3680.0,2 - Site Construction,,,,,,,,,,
369.0,156.0,4/18/2019,Electrical maintenance,6656.0,2-311 - Final Grading,,,,,,,,,,
370.0,917.0,4/22/2021,Window replacement,6159.0,11-120 - Vending Equipment,,,,,,,,,,
371.0,256.0,7/10/2022,Plumbing repair,112.0,13-400 - Measurement and Control Instrumentation,,,,,,,,,,
372.0,288.0,11/9/2019,Plumbing repair,2230.0,11-780 - Mortuary Equipment,,,,,,,,,,
373.0,439.0,12/17/2023,HVAC servicing,5064.0,11-050 - Library Equipment,,,,,,,,,,
374.0,204.0,12/19/2021,HVAC servicing,495.0,11-680 - Office Equipment,,,,,,,,,,
375.0,997.0,12/3/2020,HVAC servicing,7539.0,1-014 - Project Executive,,,,,,,,,,
376.0,181.0,3/30/2021,Roofing replacement,3472.0,12-900 - Furnishings Restoration and Repair,,,,,,,,,,
377.0,442.0,7/31/2021,Plumbing repair,8030.0,1-014 - Project Executive,,,,,,,,,,
378.0,459.0,9/24/2020,Flooring repair,6853.0,11-070 - Instrumental Equipment,,,,,,,,,,
379.0,434.0,3/24/2019,,5540.0,8-500 - Windows,,,,,,,,,,
380.0,163.0,11/23/2020,Flooring repair,2401.0,13-185 - Kennels and Animal Shelters,,,,,,,,,,
381.0,36.0,6/24/2023,Roofing replacement,6551.0,1-517 - Temporary Telephone,,,,,,,,,,
382.0,730.0,12/4/2023,Roofing replacement,7589.0,11-120 - Vending Equipment,,,,,,,,,,
383.0,150.0,4/24/2022,Flooring repair,8829.0,11-030 - Teller and Service Equipment,,,,,,,,,,
384.0,336.0,3/14/2021,HVAC servicing,3577.0,1-511 - Temporary Electricity,,,,,,,,,,
385.0,289.0,4/24/2019,Window replacement,3072.0,8-400 - Entrances and Storefronts,,,,,,,,,,
386.0,94.0,5/13/2022,Roofing replacement,8896.0,2-200 - Site Preparation,,,,,,,,,,
387.0,657.0,6/20/2019,HVAC servicing,6947.0,"15-950 - Testing, Adjusting, and Balancing",,,,,,,,,,
388.0,647.0,6/11/2021,,4506.0,10-750 - Telephone Specialties,,,,,,,,,,
389.0,369.0,5/20/2019,Flooring repair,1378.0,3 - Concrete,,,,,,,,,,
390.0,232.0,12/21/2021,Flooring repair,1277.0,11-170 - Solid Waste Handling Equipment,,,,,,,,,,
391.0,198.0,12/25/2023,Painting,8066.0,4-700 - Simulated Masonry,,,,,,,,,,
392.0,680.0,6/27/2020,Electrical maintenance,8928.0,2-782 - Brick Pavers,,,,,,,,,,
393.0,144.0,12/23/2020,HVAC servicing,2227.0,12-500 - Furniture,,,,,,,,,,
394.0,845.0,11/11/2022,Painting,9028.0,7-500 - Membrane Roofing,,,,,,,,,,
395.0,913.0,5/8/2022,Window replacement,7102.0,9-050 - Basic Finish Materials and Methods,,,,,,,,,,
396.0,296.0,11/29/2022,HVAC servicing,9017.0,8-300 - Specialty Doors,,,,,,,,,,
397.0,249.0,2/20/2019,Window replacement,3754.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
398.0,698.0,2/11/2021,Roofing replacement,4356.0,2-240 - Dewatering,,,,,,,,,,
399.0,85.0,11/15/2021,Flooring repair,1912.0,11-100 - Mercantile Equipment,,,,,,,,,,
400.0,765.0,11/21/2019,Window replacement,9827.0,7-100 - Damproofing and Waterproofing,,,,,,,,,,
401.0,849.0,8/14/2022,Flooring repair,8940.0,2-780 - Clay Unit Pavers,,,,,,,,,,
402.0,178.0,4/16/2021,Roofing replacement,3692.0,7-050 - Basic Thermal and Moisture Protection Materials and Methods,,,,,,,,,,
403.0,191.0,6/21/2021,Painting,403.0,1-580 - Project Identification,,,,,,,,,,
404.0,411.0,12/31/2021,Window replacement,1146.0,13-165 - Aquatic Park Facilities,,,,,,,,,,
405.0,938.0,12/30/2021,Roofing replacement,3244.0,13-200 - Storage Tanks,,,,,,,,,,
406.0,159.0,9/20/2021,Electrical maintenance,8700.0,11-600 - Laboratory Equipment,,,,,,,,,,
407.0,658.0,2/9/2021,Window replacement,9740.0,1-540 - Construction Aids,,,,,,,,,,
408.0,595.0,7/22/2022,Painting,3972.0,16 - Electrical,,,,,,,,,,
409.0,397.0,12/22/2020,HVAC servicing,6796.0,13-090 - Radiation Protection,,,,,,,,,,
410.0,535.0,6/12/2023,Painting,5299.0,13-185 - Kennels and Animal Shelters,,,,,,,,,,
411.0,88.0,5/30/2021,Flooring repair,1660.0,11-300 - Fluid Waste Treatment and Disposal Equipment,,,,,,,,,,
412.0,284.0,11/5/2020,Window replacement,8915.0,5-700 - Ornamental Metal,,,,,,,,,,
413.0,773.0,4/15/2022,Roofing replacement,2055.0,11-680 - Office Equipment,,,,,,,,,,
414.0,530.0,10/28/2023,Electrical maintenance,6400.0,10-350 - Flagpoles,,,,,,,,,,
415.0,917.0,12/24/2021,Electrical maintenance,9930.0,13-220 - Filter Underdrains and Media,,,,,,,,,,
416.0,513.0,3/2/2022,Electrical maintenance,7516.0,13-900 - Fire Suppression,,,,,,,,,,
417.0,797.0,6/18/2020,HVAC servicing,9223.0,13-170 - Tubs and Pools,,,,,,,,,,
418.0,941.0,12/29/2021,Electrical maintenance,7031.0,14-200 - Elevators,,,,,,,,,,
419.0,122.0,10/24/2020,Painting,2681.0,9-300 - Tile,,,,,,,,,,
420.0,507.0,9/16/2020,Electrical maintenance,4802.0,1-550 - Vehicular Access and Parking,,,,,,,,,,
421.0,809.0,5/3/2022,Plumbing repair,7703.0,1-523 - Sanitary Facilities,,,,,,,,,,
422.0,395.0,10/16/2021,HVAC servicing,9225.0,1-903 - Hazardous Materials Abatement,,,,,,,,,,
423.0,360.0,8/6/2019,Window replacement,457.0,5-050 - Basic Metal Materials and Methods,,,,,,,,,,
424.0,643.0,10/24/2023,Plumbing repair,3906.0,10-240 - Grilles and Screens,,,,,,,,,,
425.0,46.0,5/3/2019,Roofing replacement,7199.0,11-680 - Office Equipment,,,,,,,,,,
426.0,310.0,3/6/2019,HVAC servicing,1534.0,2-825 - Wood Fences and Gates,,,,,,,,,,
427.0,271.0,9/13/2021,Plumbing repair,6218.0,"11-480 - Athletic, Recreational, and Therapeutic Equipment",,,,,,,,,,
428.0,260.0,4/16/2021,Flooring repair,3391.0,2-915 - Mulch,,,,,,,,,,
429.0,738.0,10/22/2023,Flooring repair,5265.0,6 - Wood and Plastics,,,,,,,,,,
430.0,509.0,11/8/2023,Electrical maintenance,1753.0,17 - Markup and Contingency,,,,,,,,,,
431.0,451.0,2/26/2022,Window replacement,728.0,16-700 - Communications,,,,,,,,,,
432.0,45.0,9/10/2019,HVAC servicing,9304.0,9-100 - Metal Support Assemblies,,,,,,,,,,
433.0,784.0,12/2/2023,Painting,9528.0,13-280 - Hazardous Material Remediation,,,,,,,,,,
434.0,798.0,8/21/2021,Roofing replacement,1904.0,1-523 - Sanitary Facilities,,,,,,,,,,
435.0,234.0,3/20/2021,Window replacement,1351.0,2-000 - General,,,,,,,,,,
436.0,298.0,12/17/2022,Painting,2828.0,1-570 - Temporary Controls,,,,,,,,,,
437.0,121.0,6/10/2023,Painting,1044.0,13-600 - Solar and Wind Energy Equipment,,,,,,,,,,
438.0,746.0,3/10/2019,Electrical maintenance,8396.0,2-850 - Bridges/Footbridges,,,,,,,,,,
439.0,210.0,11/10/2019,Window replacement,6994.0,12-400 - Furnishings and Accessories,,,,,,,,,,
440.0,763.0,12/19/2021,HVAC servicing,2379.0,2-915 - Mulch,,,,,,,,,,
441.0,805.0,8/7/2023,Electrical maintenance,6513.0,16 - Electrical,,,,,,,,,,
442.0,673.0,2/22/2023,Electrical maintenance,839.0,2-781 - Asphalt Pavers,,,,,,,,,,
443.0,586.0,8/8/2021,Roofing replacement,4270.0,17 - Markup and Contingency,,,,,,,,,,
444.0,857.0,8/2/2019,Window replacement,4843.0,15-300 - Fire Protection Piping,,,,,,,,,,
445.0,664.0,7/7/2019,Electrical maintenance,1143.0,10-880 - Scales,,,,,,,,,,
446.0,823.0,12/4/2022,Window replacement,1781.0,11-470 - Darkroom Equipment,,,,,,,,,,
447.0,900.0,5/24/2019,Painting,1374.0,2-813 - Lawn Sprinkling and Irrigation,,,,,,,,,,
448.0,480.0,9/4/2022,,3582.0,13-175 - Ice Rinks,,,,,,,,,,
449.0,839.0,7/3/2023,HVAC servicing,5212.0,8-800 - Glazing,,,,,,,,,,
450.0,624.0,2/18/2023,HVAC servicing,8579.0,5-200 - Metal Joists,,,,,,,,,,
451.0,135.0,10/11/2021,Painting,4724.0,11-600 - Laboratory Equipment,,,,,,,,,,
452.0,608.0,2/8/2022,HVAC servicing,6678.0,9-600 - Flooring,,,,,,,,,,
453.0,748.0,9/6/2023,Flooring repair,6441.0,10-250 - Service Walls,,,,,,,,,,
454.0,953.0,3/18/2019,HVAC servicing,8668.0,13-850 - Detection and Alarm,,,,,,,,,,
455.0,441.0,3/8/2019,Flooring repair,3931.0,6-200 - Finish Carpentry,,,,,,,,,,
456.0,72.0,2/22/2023,Painting,6101.0,3-100 - Concrete Reinforcement,,,,,,,,,,
457.0,410.0,5/24/2021,Flooring repair,5618.0,15 - Mechanical,,,,,,,,,,
458.0,676.0,2/27/2023,Flooring repair,5892.0,11-400 - Food Service Equipment,,,,,,,,,,
459.0,996.0,10/12/2019,,1219.0,14-100 - Dumbwaiters,,,,,,,,,,
460.0,251.0,3/31/2023,Electrical maintenance,5424.0,11-070 - Instrumental Equipment,,,,,,,,,,
461.0,56.0,1/20/2022,Plumbing repair,4820.0,10-750 - Telephone Specialties,,,,,,,,,,
462.0,483.0,5/25/2021,Painting,1085.0,1-000 - Purpose,,,,,,,,,,
463.0,862.0,3/19/2021,Roofing replacement,5582.0,1-013 - Project Coordinator,,,,,,,,,,
464.0,511.0,9/20/2021,Electrical maintenance,3455.0,11-900 - Exhibit Equipment,,,,,,,,,,
465.0,285.0,4/6/2021,Plumbing repair,2549.0,11 - Equipment,,,,,,,,,,
466.0,332.0,4/23/2023,HVAC servicing,249.0,10-820 - Bathroom Accessories,,,,,,,,,,
467.0,863.0,8/19/2023,Roofing replacement,5775.0,1-904 - Hazardous Materials Removal and Disposal,,,,,,,,,,
468.0,679.0,9/27/2023,Window replacement,1854.0,4-700 - Simulated Masonry,,,,,,,,,,
469.0,167.0,12/12/2022,Window replacement,9087.0,3-330 - Poured Concrete Basement Walls,,,,,,,,,,
470.0,14.0,7/14/2020,Plumbing repair,549.0,13-175 - Ice Rinks,,,,,,,,,,
471.0,47.0,3/3/2019,Flooring repair,9133.0,2-540 - Septic Tank,,,,,,,,,,
472.0,189.0,9/8/2023,Plumbing repair,236.0,1-542 - Construction Scaffolding and Platforms,,,,,,,,,,
473.0,873.0,2/10/2023,Painting,3283.0,13 - Special Construction,,,,,,,,,,
474.0,450.0,3/5/2020,Roofing replacement,250.0,14-400 - Lifts,,,,,,,,,,
475.0,153.0,5/26/2020,Painting,7669.0,6-900 - Wood and Plastic Restoration and Cleaning,,,,,,,,,,
476.0,278.0,4/11/2019,Plumbing repair,8034.0,1-712 - Local Conditions,,,,,,,,,,
477.0,227.0,7/26/2019,,6882.0,12-600 - Multiple Seating,,,,,,,,,,
478.0,636.0,8/19/2019,Electrical maintenance,5895.0,8-050 - Basic Door and Window Materials and Methods,,,,,,,,,,
479.0,297.0,3/24/2022,Window replacement,7848.0,11-300 - Fluid Waste Treatment and Disposal Equipment,,,,,,,,,,
480.0,37.0,2/4/2020,Flooring repair,358.0,4-600 - Corrosion-Resistant Masonry,,,,,,,,,,
481.0,652.0,4/24/2023,HVAC servicing,8487.0,4-800 - Masonry Assemblies,,,,,,,,,,
482.0,431.0,1/7/2020,Electrical maintenance,5040.0,11-020 - Security and Vault Equipment,,,,,,,,,,
483.0,71.0,1/3/2020,Roofing replacement,4655.0,7-700 - Roof Specialties and Accessories,,,,,,,,,,
484.0,259.0,9/27/2021,Flooring repair,5702.0,8-200 - Wood and Plastic Doors,,,,,,,,,,
485.0,453.0,2/26/2019,HVAC servicing,7697.0,3-350 - Concrete Finishing,,,,,,,,,,
486.0,908.0,12/8/2021,Plumbing repair,204.0,2-250 - Shoring and Underpinning,,,,,,,,,,
487.0,832.0,1/28/2022,Painting,8476.0,9-800 - Acoustical Treatment,,,,,,,,,,
488.0,995.0,4/17/2021,Window replacement,9138.0,1-570 - Temporary Controls,,,,,,,,,,
489.0,549.0,3/17/2023,Window replacement,7318.0,3-000 - General,,,,,,,,,,
490.0,104.0,9/28/2020,Plumbing repair,4628.0,10-450 - Pedestrian Control Devices,,,,,,,,,,
491.0,66.0,12/1/2019,Plumbing repair,6920.0,2-813 - Lawn Sprinkling and Irrigation,,,,,,,,,,
492.0,471.0,3/19/2023,HVAC servicing,1996.0,2-924 - Sodding,,,,,,,,,,
493.0,911.0,3/16/2023,Plumbing repair,1495.0,2-780 - Clay Unit Pavers,,,,,,,,,,
494.0,140.0,11/18/2019,Roofing replacement,2051.0,11 - Equipment,,,,,,,,,,
495.0,112.0,9/28/2019,Plumbing repair,8475.0,6-600 - Plastic Fabrications,,,,,,,,,,
496.0,883.0,1/27/2019,Flooring repair,9257.0,14-100 - Dumbwaiters,,,,,,,,,,
497.0,402.0,5/24/2020,HVAC servicing,3099.0,14-700 - Turntables,,,,,,,,,,
498.0,275.0,2/7/2019,Roofing replacement,4299.0,7-100 - Damproofing and Waterproofing,,,,,,,,,,
499.0,129.0,11/11/2021,Electrical maintenance,3781.0,13-020 - Building Modules,,,,,,,,,,
500.0,181.0,4/15/2020,Flooring repair,6607.0,14-900 - Transportation,,,,,,,,,,
501.0,886.0,2/18/2023,Roofing replacement,5695.0,17-020 - Insurance,,,,,,,,,,
502.0,502.0,1/22/2023,HVAC servicing,6275.0,1-515 - Temporary Lighting,,,,,,,,,,
503.0,391.0,4/3/2020,Plumbing repair,2767.0,11-090 - Checkroom Equipment,,,,,,,,,,
504.0,108.0,5/17/2022,Electrical maintenance,9310.0,3 - Concrete,,,,,,,,,,
505.0,321.0,11/26/2022,,6890.0,13-010 - Air-Supported Structures,,,,,,,,,,
506.0,979.0,7/13/2023,HVAC servicing,4329.0,10-350 - Flagpoles,,,,,,,,,,
507.0,865.0,3/2/2020,Painting,719.0,13-400 - Measurement and Control Instrumentation,,,,,,,,,,
508.0,39.0,12/15/2021,Painting,311.0,5-900 - Metal Restoration and Cleaning,,,,,,,,,,
509.0,853.0,5/31/2022,Roofing replacement,9378.0,1-740 - Cleaning,,,,,,,,,,
510.0,573.0,1/25/2023,Flooring repair,3769.0,1-518 - Temporary Water,,,,,,,,,,
511.0,753.0,7/9/2020,Painting,3868.0,2-825 - Wood Fences and Gates,,,,,,,,,,
512.0,859.0,9/21/2023,Window replacement,6121.0,7 - Thermal and Moisture Protection,,,,,,,,,,
513.0,931.0,2/3/2022,Roofing replacement,4385.0,1-700 - Execution Requirements,,,,,,,,,,
514.0,945.0,6/24/2020,Plumbing repair,316.0,"15-700 - Heating, Venting and Air Conditioning",,,,,,,,,,
515.0,51.0,5/2/2023,Plumbing repair,6386.0,4-500 - Refractories,,,,,,,,,,
516.0,998.0,6/14/2023,Electrical maintenance,5035.0,11-110 - Commercial Laundry and Dry Cleaning Equipment,,,,,,,,,,
517.0,308.0,7/1/2019,Roofing replacement,9902.0,5-600 - Hydraulic Fabrications,,,,,,,,,,
518.0,950.0,11/29/2019,Roofing replacement,5697.0,2-240 - Dewatering,,,,,,,,,,
519.0,201.0,9/5/2020,Flooring repair,587.0,8-800 - Glazing,,,,,,,,,,
520.0,794.0,2/17/2021,Flooring repair,9856.0,2-815 - Fountains,,,,,,,,,,
521.0,519.0,12/8/2021,Flooring repair,8653.0,12 - Furnishings,,,,,,,,,,
522.0,671.0,10/3/2022,Flooring repair,3623.0,1-540 - Construction Aids,,,,,,,,,,
523.0,18.0,8/6/2023,Plumbing repair,1503.0,7-050 - Basic Thermal and Moisture Protection Materials and Methods,,,,,,,,,,
524.0,939.0,7/27/2023,HVAC servicing,6917.0,1-010 - Project Manager,,,,,,,,,,
525.0,478.0,5/26/2023,Plumbing repair,9522.0,1-011 - Project Engineer,,,,,,,,,,
526.0,267.0,11/4/2021,Plumbing repair,5018.0,11-680 - Office Equipment,,,,,,,,,,
527.0,783.0,8/14/2022,,6498.0,1-580 - Project Identification,,,,,,,,,,
528.0,187.0,10/19/2022,Flooring repair,7742.0,13-550 - Transportation Control Instrumentation,,,,,,,,,,
529.0,26.0,1/30/2022,HVAC servicing,9670.0,1-540 - Construction Aids,,,,,,,,,,
530.0,287.0,10/20/2020,Window replacement,5448.0,13-120 - Pre-Engineered Structures,,,,,,,,,,
531.0,891.0,12/5/2019,,7311.0,10 - Specialties,,,,,,,,,,
532.0,40.0,12/16/2020,Electrical maintenance,3565.0,13-110 - Cathodic Protection,,,,,,,,,,
533.0,329.0,5/30/2023,Flooring repair,8124.0,2-770 - Curb and Gutters,,,,,,,,,,
534.0,788.0,5/20/2021,Electrical maintenance,4553.0,2-812 - Drip Irrigation,,,,,,,,,,
535.0,790.0,11/18/2020,Flooring repair,4097.0,8-900 - Glazed Curtain Wall,,,,,,,,,,
536.0,92.0,12/22/2019,Roofing replacement,7346.0,1-511 - Temporary Electricity,,,,,,,,,,
537.0,256.0,9/14/2021,Plumbing repair,2479.0,14-500 - Material Handling,,,,,,,,,,
538.0,319.0,6/29/2022,Electrical maintenance,5736.0,11-160 - Loading Dock Equipment,,,,,,,,,,
539.0,13.0,12/30/2023,Roofing replacement,5402.0,2-250 - Shoring and Underpinning,,,,,,,,,,
540.0,877.0,6/3/2023,Plumbing repair,666.0,12-300 - Manufactured Casework,,,,,,,,,,
