commission_id,commission_rate,commission_amount,payment_method,payment_date,1,7.1,38298,error: undefined method `first' for nil:NilClass,12/21/2020,4.1,20990,5/14/2020
429.0,4.4,23642.0,Cheque,6/23/2020,,,,,,,,
430.0,4.4,46457.0,Draft,6/27/2022,,,,,,,,
431.0,4.5,3036.0,Cash,3/2/2019,,,,,,,,
432.0,2.1,36879.0,Pay Order,9/21/2022,,,,,,,,
433.0,5.9,7739.0,Cash,2/16/2022,,,,,,,,
434.0,5.1,47534.0,Cash,1/2/2021,,,,,,,,
435.0,4.9,15761.0,Cheque,5/15/2020,,,,,,,,
436.0,3.2,8882.0,EFT,8/10/2022,,,,,,,,
437.0,3.9,16112.0,Cash,2/19/2019,,,,,,,,
438.0,4.2,46724.0,EFT,8/2/2019,,,,,,,,
439.0,4.3,15250.0,Draft,2/11/2020,,,,,,,,
440.0,5.5,27847.0,Cash,8/22/2022,,,,,,,,
441.0,5.0,14971.0,EFT,4/16/2023,,,,,,,,
442.0,4.5,41425.0,EFT,9/2/2021,,,,,,,,
443.0,,48787.0,Cheque,6/13/2022,,,,,,,,
444.0,3.1,6280.0,Draft,1/20/2019,,,,,,,,
445.0,4.8,41240.0,Cheque,8/11/2022,,,,,,,,
446.0,4.2,34887.0,Cash,10/11/2022,,,,,,,,
447.0,5.2,2539.0,Cash,4/16/2019,,,,,,,,
448.0,2.7,42456.0,Cash,10/21/2020,,,,,,,,
449.0,3.0,25827.0,Pay Order,9/15/2023,,,,,,,,
450.0,3.6,10247.0,Draft,4/10/2023,,,,,,,,
451.0,4.4,8398.0,EFT,1/15/2022,,,,,,,,
452.0,,25956.0,Cash,3/27/2022,,,,,,,,
453.0,3.7,46873.0,Draft,3/31/2020,,,,,,,,
454.0,3.8,42447.0,Draft,12/10/2021,,,,,,,,
455.0,4.4,25659.0,Cheque,7/16/2023,,,,,,,,
456.0,4.1,39367.0,Cheque,7/17/2023,,,,,,,,
457.0,4.9,32522.0,Cash,4/16/2021,,,,,,,,
458.0,3.7,26252.0,Cash,12/21/2019,,,,,,,,
459.0,4.4,28087.0,Pay Order,6/12/2021,,,,,,,,
460.0,4.0,13718.0,Draft,2/16/2020,,,,,,,,
461.0,3.3,25970.0,Draft,6/24/2021,,,,,,,,
462.0,2.6,49068.0,Draft,7/5/2020,,,,,,,,
463.0,3.8,1643.0,EFT,10/19/2022,,,,,,,,
464.0,5.3,37128.0,EFT,5/5/2019,,,,,,,,
465.0,4.3,44944.0,Cheque,3/31/2019,,,,,,,,
466.0,4.5,4877.0,EFT,7/26/2019,,,,,,,,
467.0,5.6,22347.0,Cheque,3/13/2021,,,,,,,,
468.0,2.9,46020.0,Pay Order,10/28/2023,,,,,,,,
469.0,3.6,8770.0,Cheque,5/10/2020,,,,,,,,
470.0,2.9,48735.0,Pay Order,7/24/2019,,,,,,,,
471.0,4.9,44491.0,EFT,12/16/2020,,,,,,,,
472.0,4.6,3771.0,EFT,11/6/2022,,,,,,,,
473.0,2.3,22319.0,Pay Order,4/6/2023,,,,,,,,
474.0,2.9,20329.0,Draft,9/10/2019,,,,,,,,
475.0,,26632.0,EFT,12/25/2021,,,,,,,,
476.0,2.4,31944.0,Draft,6/22/2022,,,,,,,,
477.0,3.9,19954.0,Cheque,10/9/2022,,,,,,,,
478.0,3.4,42694.0,Draft,7/16/2021,,,,,,,,
479.0,3.3,38541.0,EFT,9/28/2021,,,,,,,,
480.0,4.6,28934.0,Cash,4/30/2022,,,,,,,,
481.0,2.5,15181.0,EFT,8/21/2021,,,,,,,,
482.0,2.3,18247.0,Pay Order,8/8/2022,,,,,,,,
483.0,3.1,45764.0,Pay Order,12/17/2022,,,,,,,,
484.0,3.2,29165.0,Pay Order,12/30/2019,,,,,,,,
485.0,5.9,25494.0,Pay Order,5/18/2022,,,,,,,,
486.0,3.8,38470.0,Cheque,11/30/2022,,,,,,,,
487.0,5.2,44152.0,Cheque,10/30/2022,,,,,,,,
488.0,5.3,9356.0,EFT,11/2/2022,,,,,,,,
489.0,2.1,46249.0,Cash,8/28/2020,,,,,,,,
490.0,4.1,17990.0,Cash,11/11/2019,,,,,,,,
491.0,4.6,48514.0,Cash,1/11/2021,,,,,,,,
492.0,4.0,813.0,Pay Order,3/5/2019,,,,,,,,
493.0,5.9,45195.0,EFT,3/27/2023,,,,,,,,
494.0,2.3,13803.0,Cheque,6/15/2021,,,,,,,,
495.0,5.0,38817.0,Cash,7/24/2020,,,,,,,,
496.0,3.9,27260.0,EFT,9/1/2023,,,,,,,,
497.0,3.1,20115.0,Cash,12/12/2022,,,,,,,,
498.0,4.8,3446.0,Pay Order,10/4/2023,,,,,,,,
499.0,3.8,26830.0,Cheque,8/8/2021,,,,,,,,
500.0,2.5,19387.0,EFT,12/24/2023,,,,,,,,
501.0,4.8,41859.0,Cash,7/20/2020,,,,,,,,
502.0,5.4,38144.0,Cheque,8/8/2019,,,,,,,,
503.0,4.1,18144.0,Cheque,3/26/2022,,,,,,,,
504.0,4.3,30783.0,EFT,2/19/2023,,,,,,,,
505.0,3.9,8166.0,Pay Order,11/5/2023,,,,,,,,
506.0,5.2,37534.0,Draft,4/14/2021,,,,,,,,
507.0,2.3,14957.0,Cash,1/6/2019,,,,,,,,
508.0,2.3,28096.0,Draft,1/3/2020,,,,,,,,
509.0,3.2,38110.0,EFT,10/28/2021,,,,,,,,
510.0,2.4,38099.0,EFT,3/23/2020,,,,,,,,
511.0,4.0,29436.0,EFT,7/29/2019,,,,,,,,
512.0,2.5,21926.0,Cash,5/11/2022,,,,,,,,
513.0,4.2,35212.0,EFT,1/29/2023,,,,,,,,
514.0,3.6,42839.0,Cash,9/25/2020,,,,,,,,
515.0,4.4,21485.0,Cheque,12/24/2020,,,,,,,,
516.0,,26837.0,Draft,10/28/2023,,,,,,,,
517.0,4.0,10283.0,Draft,9/21/2022,,,,,,,,
518.0,2.9,25270.0,Cash,12/19/2021,,,,,,,,
519.0,4.9,48717.0,Draft,5/1/2022,,,,,,,,
520.0,3.5,11674.0,Draft,8/23/2023,,,,,,,,
521.0,4.9,34810.0,Cash,4/22/2023,,,,,,,,
522.0,5.0,27861.0,EFT,11/28/2019,,,,,,,,
523.0,2.2,2569.0,Cheque,9/24/2023,,,,,,,,
524.0,4.5,24731.0,Cheque,4/5/2022,,,,,,,,
525.0,3.5,12064.0,EFT,6/23/2019,,,,,,,,
526.0,4.5,1813.0,Pay Order,7/7/2022,,,,,,,,
527.0,,36056.0,Pay Order,4/22/2020,,,,,,,,
528.0,3.8,47458.0,Draft,12/15/2022,,,,,,,,
529.0,2.2,40945.0,Cheque,6/13/2021,,,,,,,,
530.0,3.4,44170.0,Cash,8/24/2019,,,,,,,,
531.0,5.3,20531.0,EFT,9/16/2022,,,,,,,,
532.0,5.2,931.0,Cheque,12/2/2020,,,,,,,,
533.0,3.4,26140.0,Pay Order,7/9/2019,,,,,,,,
534.0,2.6,42771.0,Cash,6/18/2019,,,,,,,,
535.0,5.0,1051.0,EFT,4/24/2019,,,,,,,,
536.0,3.3,17139.0,Draft,7/20/2022,,,,,,,,
537.0,4.8,45484.0,EFT,10/29/2021,,,,,,,,
538.0,3.2,18341.0,Draft,2/26/2023,,,,,,,,
539.0,2.1,49893.0,Draft,3/29/2020,,,,,,,,
540.0,2.7,16373.0,EFT,8/16/2019,,,,,,,,
541.0,5.7,30197.0,Cheque,3/12/2022,,,,,,,,
542.0,3.9,22295.0,Draft,4/3/2021,,,,,,,,
543.0,5.6,17485.0,Cheque,4/5/2021,,,,,,,,
544.0,3.4,9435.0,EFT,10/21/2023,,,,,,,,
545.0,4.8,19541.0,Cheque,3/3/2020,,,,,,,,
546.0,4.2,7108.0,Cash,6/14/2021,,,,,,,,
547.0,2.8,13786.0,Cheque,12/24/2023,,,,,,,,
548.0,2.3,48000.0,EFT,12/19/2021,,,,,,,,
549.0,4.6,38089.0,EFT,8/6/2021,,,,,,,,
550.0,5.3,46639.0,EFT,8/3/2022,,,,,,,,
551.0,2.7,11961.0,Cheque,1/18/2022,,,,,,,,
552.0,3.7,40476.0,Cash,12/12/2020,,,,,,,,
553.0,4.8,35162.0,Draft,11/16/2020,,,,,,,,
554.0,2.2,27431.0,Cash,3/5/2023,,,,,,,,
555.0,3.0,17260.0,Pay Order,3/9/2020,,,,,,,,
556.0,4.4,49148.0,Draft,8/13/2020,,,,,,,,
557.0,4.9,38895.0,EFT,5/1/2019,,,,,,,,
558.0,4.5,16373.0,Draft,5/19/2020,,,,,,,,
559.0,4.2,18646.0,Cash,12/14/2023,,,,,,,,
560.0,4.2,6323.0,Cash,3/16/2021,,,,,,,,
561.0,3.1,23452.0,Cheque,4/1/2019,,,,,,,,
562.0,3.8,46972.0,Draft,10/29/2019,,,,,,,,
563.0,5.9,12320.0,Cash,3/16/2020,,,,,,,,
564.0,2.3,24400.0,EFT,1/13/2021,,,,,,,,
565.0,2.5,3126.0,EFT,2/5/2020,,,,,,,,
566.0,2.6,49630.0,Cheque,12/27/2023,,,,,,,,
567.0,2.1,41167.0,Cash,10/6/2022,,,,,,,,
568.0,4.5,10202.0,Draft,1/26/2023,,,,,,,,
569.0,2.8,40898.0,EFT,2/15/2020,,,,,,,,
570.0,5.0,41137.0,EFT,3/15/2019,,,,,,,,
571.0,3.6,28204.0,Draft,3/28/2023,,,,,,,,
572.0,2.3,22614.0,Cheque,11/26/2023,,,,,,,,
573.0,6.0,19689.0,Cash,1/12/2019,,,,,,,,
574.0,5.1,23463.0,Draft,1/21/2022,,,,,,,,
575.0,5.0,11891.0,Cheque,11/21/2021,,,,,,,,
576.0,5.9,24879.0,Pay Order,3/13/2023,,,,,,,,
577.0,4.5,33275.0,Draft,5/12/2022,,,,,,,,
578.0,5.7,15822.0,Draft,1/19/2023,,,,,,,,
579.0,4.5,30100.0,EFT,7/1/2023,,,,,,,,
580.0,5.3,33468.0,Cash,9/5/2021,,,,,,,,
581.0,3.7,18816.0,EFT,5/25/2021,,,,,,,,
582.0,2.8,41940.0,EFT,12/2/2023,,,,,,,,
583.0,3.6,12741.0,Cheque,2/16/2020,,,,,,,,
584.0,,40062.0,Draft,12/14/2021,,,,,,,,
585.0,3.0,3527.0,Cheque,7/19/2020,,,,,,,,
586.0,4.6,41524.0,EFT,7/29/2022,,,,,,,,
587.0,5.9,33978.0,Pay Order,3/29/2023,,,,,,,,
588.0,4.0,49756.0,Pay Order,5/7/2020,,,,,,,,
589.0,4.2,42800.0,EFT,10/25/2020,,,,,,,,
590.0,3.7,41369.0,Cheque,1/11/2023,,,,,,,,
591.0,4.7,15439.0,Cheque,3/23/2022,,,,,,,,
592.0,2.3,29042.0,EFT,11/19/2020,,,,,,,,
593.0,3.6,29743.0,Pay Order,2/8/2023,,,,,,,,
594.0,3.2,43084.0,Cheque,7/30/2022,,,,,,,,
595.0,2.5,40787.0,EFT,5/30/2022,,,,,,,,
596.0,5.2,41090.0,EFT,4/28/2020,,,,,,,,
597.0,4.1,34782.0,Draft,6/19/2023,,,,,,,,
598.0,5.5,4658.0,Cheque,11/3/2020,,,,,,,,
599.0,3.7,47761.0,Cheque,7/21/2022,,,,,,,,
600.0,,2408.0,Pay Order,2/19/2020,,,,,,,,
601.0,4.8,34950.0,Pay Order,5/13/2019,,,,,,,,
602.0,5.0,48777.0,Draft,2/16/2020,,,,,,,,
603.0,3.4,44468.0,Cheque,7/21/2021,,,,,,,,
604.0,3.3,46656.0,Cheque,11/6/2021,,,,,,,,
605.0,5.8,31428.0,Cash,11/30/2021,,,,,,,,
606.0,3.2,45845.0,Cheque,4/1/2023,,,,,,,,
607.0,4.1,26453.0,Pay Order,2/19/2020,,,,,,,,
608.0,3.2,35431.0,EFT,6/30/2020,,,,,,,,
609.0,3.3,20756.0,Draft,4/10/2022,,,,,,,,
610.0,3.2,49899.0,Draft,6/23/2021,,,,,,,,
611.0,5.7,29212.0,EFT,6/3/2020,,,,,,,,
612.0,,49800.0,Cash,2/17/2021,,,,,,,,
613.0,4.3,8173.0,Pay Order,7/4/2022,,,,,,,,
614.0,2.1,41326.0,EFT,2/17/2023,,,,,,,,
615.0,2.4,10676.0,EFT,6/19/2020,,,,,,,,
616.0,3.7,10745.0,Cash,6/13/2019,,,,,,,,
617.0,,19067.0,Cash,12/12/2020,,,,,,,,
618.0,3.4,15073.0,Cheque,8/25/2021,,,,,,,,
619.0,,6264.0,Pay Order,3/18/2021,,,,,,,,
620.0,3.1,35875.0,Cheque,7/24/2021,,,,,,,,
621.0,5.7,21349.0,Draft,12/22/2019,,,,,,,,
622.0,,13752.0,Cheque,7/26/2022,,,,,,,,
623.0,4.0,15325.0,Cash,8/1/2021,,,,,,,,
624.0,5.3,17264.0,EFT,11/2/2022,,,,,,,,
625.0,4.3,12490.0,Pay Order,8/12/2019,,,,,,,,
626.0,2.7,30051.0,Pay Order,12/4/2022,,,,,,,,
627.0,5.2,30298.0,Cash,4/19/2022,,,,,,,,
628.0,5.4,43696.0,Pay Order,9/14/2023,,,,,,,,
629.0,3.6,23844.0,EFT,3/22/2020,,,,,,,,
630.0,4.9,17989.0,Cheque,3/27/2023,,,,,,,,
631.0,4.6,24461.0,EFT,1/11/2022,,,,,,,,
632.0,4.0,9779.0,Pay Order,4/16/2021,,,,,,,,
633.0,3.3,30728.0,Draft,12/1/2021,,,,,,,,
634.0,5.5,39447.0,Pay Order,7/3/2020,,,,,,,,
635.0,4.2,45667.0,Cheque,4/15/2023,,,,,,,,
636.0,3.9,46266.0,Cash,4/1/2020,,,,,,,,
637.0,3.8,40147.0,Cheque,6/2/2020,,,,,,,,
638.0,5.3,9223.0,Cheque,7/3/2023,,,,,,,,
639.0,3.3,41027.0,Draft,3/27/2021,,,,,,,,
640.0,2.4,48307.0,Cash,11/25/2020,,,,,,,,
641.0,4.6,14426.0,Cheque,6/23/2019,,,,,,,,
642.0,,9551.0,Cash,5/17/2022,,,,,,,,
643.0,2.4,6005.0,Cheque,1/5/2022,,,,,,,,
644.0,5.9,44830.0,Cash,4/30/2019,,,,,,,,
645.0,5.7,26429.0,Pay Order,2/6/2020,,,,,,,,
646.0,4.5,16571.0,Pay Order,2/21/2022,,,,,,,,
647.0,,27626.0,Cash,11/5/2020,,,,,,,,
648.0,2.9,37517.0,Draft,6/6/2021,,,,,,,,
649.0,2.9,16656.0,Draft,1/24/2020,,,,,,,,
650.0,3.8,12696.0,Draft,6/24/2021,,,,,,,,
651.0,2.9,41414.0,Pay Order,8/26/2023,,,,,,,,
652.0,4.8,10763.0,Pay Order,3/4/2020,,,,,,,,
653.0,2.7,31643.0,Cash,11/14/2019,,,,,,,,
654.0,2.5,2918.0,Cheque,11/4/2019,,,,,,,,
655.0,5.2,35369.0,EFT,12/12/2020,,,,,,,,
656.0,2.0,23344.0,EFT,6/4/2021,,,,,,,,
657.0,5.3,19575.0,Pay Order,11/9/2022,,,,,,,,
658.0,4.6,46501.0,EFT,3/12/2022,,,,,,,,
659.0,2.4,19705.0,EFT,3/9/2022,,,,,,,,
660.0,,4915.0,EFT,12/27/2023,,,,,,,,
661.0,3.5,25953.0,Cheque,10/21/2019,,,,,,,,
662.0,3.3,37190.0,Cash,12/28/2022,,,,,,,,
663.0,,21778.0,Pay Order,8/15/2021,,,,,,,,
664.0,3.5,28558.0,Cheque,11/17/2020,,,,,,,,
665.0,4.6,5335.0,EFT,9/5/2020,,,,,,,,
666.0,4.6,8277.0,Draft,6/18/2019,,,,,,,,
667.0,,38485.0,EFT,2/1/2022,,,,,,,,
668.0,,47070.0,Pay Order,11/9/2023,,,,,,,,
669.0,3.0,32847.0,Cheque,5/27/2019,,,,,,,,
670.0,3.9,9374.0,Cash,8/29/2019,,,,,,,,
671.0,,37178.0,Cheque,9/19/2019,,,,,,,,
672.0,5.7,9848.0,Draft,1/30/2021,,,,,,,,
673.0,2.2,43895.0,Pay Order,5/6/2023,,,,,,,,
674.0,3.8,5487.0,Draft,5/8/2019,,,,,,,,
675.0,3.7,18421.0,Cash,1/17/2019,,,,,,,,
676.0,3.7,20540.0,EFT,9/25/2022,,,,,,,,
677.0,5.3,2218.0,Draft,6/25/2019,,,,,,,,
678.0,5.8,1529.0,Cash,1/17/2019,,,,,,,,
679.0,2.0,17076.0,Draft,2/28/2020,,,,,,,,
680.0,5.0,43702.0,Pay Order,6/26/2019,,,,,,,,
681.0,2.1,13131.0,Pay Order,4/26/2023,,,,,,,,
682.0,3.3,46245.0,Cheque,12/3/2022,,,,,,,,
683.0,3.4,32951.0,Cheque,9/16/2022,,,,,,,,
684.0,4.8,13995.0,Cheque,9/12/2023,,,,,,,,
685.0,4.5,9763.0,Cheque,2/6/2022,,,,,,,,
686.0,3.1,27413.0,EFT,2/28/2022,,,,,,,,
687.0,3.6,24807.0,Pay Order,6/11/2020,,,,,,,,
688.0,4.2,42032.0,Draft,10/4/2021,,,,,,,,
689.0,4.6,47126.0,Cash,3/17/2023,,,,,,,,
690.0,5.6,20871.0,Cheque,11/9/2020,,,,,,,,
691.0,3.4,3684.0,Cheque,7/20/2019,,,,,,,,
692.0,2.3,27254.0,Cheque,7/8/2022,,,,,,,,
693.0,5.0,9004.0,Cash,10/23/2023,,,,,,,,
694.0,2.3,22800.0,Cheque,7/5/2020,,,,,,,,
695.0,,35988.0,Cheque,11/15/2020,,,,,,,,
696.0,4.7,48485.0,Cheque,2/15/2021,,,,,,,,
697.0,,18689.0,Pay Order,7/22/2022,,,,,,,,
698.0,2.5,45885.0,Cash,2/27/2022,,,,,,,,
699.0,3.4,49892.0,Draft,7/30/2020,,,,,,,,
700.0,5.8,1467.0,Draft,12/6/2022,,,,,,,,
701.0,,37976.0,Cheque,8/7/2021,,,,,,,,
702.0,3.7,8072.0,Cash,8/11/2022,,,,,,,,
703.0,4.6,24377.0,Cheque,10/28/2019,,,,,,,,
704.0,3.9,29224.0,Pay Order,3/13/2020,,,,,,,,
705.0,5.3,48557.0,Draft,11/20/2020,,,,,,,,
706.0,4.1,48208.0,Cash,4/27/2021,,,,,,,,
707.0,4.8,31842.0,Draft,7/26/2020,,,,,,,,
708.0,3.7,6759.0,Cheque,4/22/2020,,,,,,,,
709.0,5.0,3283.0,EFT,8/21/2020,,,,,,,,
710.0,3.3,27164.0,Pay Order,12/22/2023,,,,,,,,
711.0,3.0,27727.0,Cash,7/7/2020,,,,,,,,
712.0,3.8,39209.0,Cheque,3/6/2023,,,,,,,,
713.0,3.8,1421.0,EFT,1/20/2021,,,,,,,,
714.0,3.2,7548.0,EFT,4/17/2023,,,,,,,,
715.0,5.7,25840.0,Pay Order,6/8/2022,,,,,,,,
716.0,3.6,39086.0,EFT,8/17/2020,,,,,,,,
717.0,4.0,5672.0,EFT,1/5/2023,,,,,,,,
718.0,4.8,32636.0,Pay Order,11/26/2021,,,,,,,,
719.0,2.8,12914.0,EFT,3/13/2023,,,,,,,,
720.0,5.6,25662.0,Cash,6/22/2021,,,,,,,,
721.0,,35692.0,Pay Order,4/25/2021,,,,,,,,
722.0,2.6,45281.0,Pay Order,8/5/2020,,,,,,,,
723.0,3.4,49181.0,Pay Order,8/7/2022,,,,,,,,
724.0,,37590.0,Pay Order,8/4/2019,,,,,,,,
725.0,4.1,33457.0,Cash,4/16/2023,,,,,,,,
726.0,2.6,7625.0,Draft,3/4/2022,,,,,,,,
727.0,2.3,27539.0,Cheque,5/30/2021,,,,,,,,
728.0,2.7,23249.0,EFT,3/18/2019,,,,,,,,
729.0,3.4,25827.0,EFT,2/3/2021,,,,,,,,
730.0,,41461.0,Cash,1/4/2022,,,,,,,,
731.0,2.9,10954.0,EFT,10/28/2019,,,,,,,,
732.0,2.1,37102.0,EFT,1/10/2019,,,,,,,,
733.0,4.2,45323.0,Cash,8/3/2021,,,,,,,,
734.0,5.6,7246.0,Pay Order,5/17/2020,,,,,,,,
735.0,5.5,39981.0,EFT,5/1/2020,,,,,,,,
736.0,4.2,48035.0,Cash,2/25/2022,,,,,,,,
737.0,2.0,18156.0,EFT,11/10/2019,,,,,,,,
738.0,2.7,39243.0,Cheque,5/4/2022,,,,,,,,
739.0,2.9,26301.0,EFT,7/22/2021,,,,,,,,
740.0,5.4,8714.0,Draft,12/7/2021,,,,,,,,
741.0,2.6,44614.0,Draft,6/15/2019,,,,,,,,
742.0,2.6,33442.0,EFT,6/5/2020,,,,,,,,
743.0,4.6,44470.0,Pay Order,1/11/2019,,,,,,,,
744.0,3.6,44052.0,Cash,2/25/2019,,,,,,,,
745.0,3.5,27584.0,Pay Order,10/12/2022,,,,,,,,
746.0,2.5,29230.0,Cash,2/10/2022,,,,,,,,
747.0,3.0,18705.0,Draft,12/21/2022,,,,,,,,
748.0,2.4,20892.0,Draft,8/16/2019,,,,,,,,
749.0,5.6,34589.0,Pay Order,11/14/2020,,,,,,,,
750.0,5.2,13353.0,EFT,4/24/2023,,,,,,,,
751.0,2.9,3262.0,Cheque,6/24/2021,,,,,,,,
752.0,5.8,18060.0,Draft,2/9/2022,,,,,,,,
753.0,4.8,21656.0,Cheque,10/21/2021,,,,,,,,
754.0,2.1,11177.0,EFT,3/25/2019,,,,,,,,
755.0,4.9,34422.0,Draft,3/2/2021,,,,,,,,
756.0,4.5,37222.0,Cash,1/30/2022,,,,,,,,
757.0,3.1,32626.0,Draft,1/26/2023,,,,,,,,
758.0,2.5,37234.0,Cash,6/23/2021,,,,,,,,
759.0,2.5,40326.0,Cash,6/3/2020,,,,,,,,
760.0,4.9,33476.0,Cheque,12/9/2020,,,,,,,,
761.0,5.8,31462.0,Draft,12/23/2023,,,,,,,,
762.0,5.7,43643.0,Draft,8/28/2021,,,,,,,,
763.0,4.0,4640.0,EFT,8/23/2023,,,,,,,,
764.0,5.7,18473.0,EFT,11/1/2020,,,,,,,,
765.0,,32512.0,Cash,7/8/2021,,,,,,,,
766.0,3.3,38545.0,Cash,2/17/2023,,,,,,,,
767.0,2.7,24422.0,Pay Order,11/15/2019,,,,,,,,
768.0,5.6,40890.0,Draft,7/18/2020,,,,,,,,
769.0,3.7,17911.0,Pay Order,4/21/2023,,,,,,,,
770.0,4.9,33184.0,Draft,8/20/2019,,,,,,,,
771.0,5.1,44912.0,Cash,4/6/2023,,,,,,,,
772.0,3.6,17792.0,Pay Order,1/19/2019,,,,,,,,
773.0,2.2,32881.0,Pay Order,10/10/2020,,,,,,,,
774.0,5.9,21043.0,Cash,7/17/2019,,,,,,,,
775.0,4.2,14362.0,Draft,7/11/2021,,,,,,,,
776.0,5.8,35187.0,Cheque,9/19/2020,,,,,,,,
777.0,3.6,15773.0,Draft,10/21/2019,,,,,,,,
778.0,3.8,37118.0,EFT,2/10/2023,,,,,,,,
779.0,4.5,30698.0,EFT,11/2/2022,,,,,,,,
780.0,4.0,35387.0,Pay Order,1/5/2022,,,,,,,,
781.0,3.4,43213.0,Pay Order,1/30/2020,,,,,,,,
782.0,3.6,30200.0,Draft,3/22/2020,,,,,,,,
783.0,5.5,17890.0,Cheque,1/12/2023,,,,,,,,
784.0,,3117.0,Draft,1/7/2020,,,,,,,,
785.0,3.5,19019.0,EFT,12/5/2021,,,,,,,,
786.0,4.6,26787.0,EFT,10/24/2020,,,,,,,,
787.0,5.0,1370.0,Cheque,10/11/2022,,,,,,,,
788.0,4.8,1966.0,EFT,7/10/2021,,,,,,,,
789.0,5.8,16651.0,Pay Order,10/3/2022,,,,,,,,
790.0,4.4,6419.0,Cheque,6/17/2021,,,,,,,,
791.0,3.0,26519.0,Pay Order,9/5/2022,,,,,,,,
792.0,2.3,2428.0,Cash,5/23/2020,,,,,,,,
793.0,4.5,37815.0,Pay Order,1/8/2019,,,,,,,,
794.0,5.3,19248.0,Pay Order,7/31/2019,,,,,,,,
795.0,3.6,42617.0,Cash,2/19/2023,,,,,,,,
796.0,3.9,48060.0,EFT,8/30/2023,,,,,,,,
797.0,5.8,4085.0,Pay Order,1/10/2019,,,,,,,,
798.0,4.4,20274.0,EFT,11/1/2020,,,,,,,,
799.0,2.1,37073.0,EFT,5/3/2021,,,,,,,,
800.0,3.8,49555.0,Pay Order,10/31/2022,,,,,,,,
801.0,4.4,46295.0,Pay Order,5/12/2023,,,,,,,,
802.0,4.8,10089.0,Draft,3/12/2021,,,,,,,,
803.0,4.3,9068.0,Draft,2/15/2023,,,,,,,,
804.0,4.4,29861.0,Draft,6/8/2021,,,,,,,,
805.0,5.7,44170.0,Draft,12/16/2019,,,,,,,,
806.0,,34019.0,Pay Order,1/27/2019,,,,,,,,
807.0,5.8,27026.0,Pay Order,10/11/2019,,,,,,,,
808.0,3.0,36463.0,Cheque,7/6/2022,,,,,,,,
809.0,4.3,27323.0,Pay Order,10/14/2023,,,,,,,,
810.0,4.4,39302.0,EFT,8/7/2022,,,,,,,,
811.0,5.2,40129.0,Cash,8/17/2020,,,,,,,,
812.0,4.3,1323.0,Cheque,5/7/2019,,,,,,,,
813.0,5.0,14081.0,EFT,6/4/2019,,,,,,,,
814.0,5.4,33556.0,Cash,2/2/2019,,,,,,,,
815.0,,36227.0,Cheque,9/20/2019,,,,,,,,
816.0,4.0,19359.0,Draft,12/23/2022,,,,,,,,
817.0,5.4,14505.0,Pay Order,10/10/2022,,,,,,,,
818.0,2.2,11010.0,EFT,8/23/2020,,,,,,,,
819.0,5.8,14787.0,Pay Order,8/24/2023,,,,,,,,
820.0,2.2,28661.0,Draft,1/10/2022,,,,,,,,
821.0,5.9,25105.0,Pay Order,5/27/2019,,,,,,,,
822.0,2.7,33148.0,Draft,6/11/2019,,,,,,,,
823.0,5.1,24669.0,Cheque,1/14/2021,,,,,,,,
824.0,4.5,42431.0,Cheque,9/11/2020,,,,,,,,
825.0,2.8,6320.0,EFT,11/4/2022,,,,,,,,
826.0,3.5,46284.0,Draft,4/18/2023,,,,,,,,
827.0,3.2,7403.0,EFT,6/5/2022,,,,,,,,
828.0,2.4,18292.0,Cash,7/24/2021,,,,,,,,
829.0,3.7,12470.0,EFT,5/17/2019,,,,,,,,
830.0,2.8,44848.0,Cash,2/9/2020,,,,,,,,
831.0,3.6,45863.0,Pay Order,3/15/2023,,,,,,,,
832.0,4.1,23862.0,Cheque,8/25/2022,,,,,,,,
833.0,5.7,30340.0,Draft,8/25/2022,,,,,,,,
834.0,3.4,27266.0,Draft,7/24/2022,,,,,,,,
835.0,4.7,16972.0,Pay Order,7/5/2020,,,,,,,,
836.0,4.1,43639.0,EFT,9/22/2020,,,,,,,,
837.0,2.5,40740.0,EFT,7/22/2022,,,,,,,,
838.0,4.6,44151.0,Cash,8/24/2023,,,,,,,,
839.0,2.5,42575.0,EFT,9/11/2019,,,,,,,,
840.0,5.6,14471.0,Pay Order,2/13/2022,,,,,,,,
841.0,5.3,6320.0,Cash,3/15/2020,,,,,,,,
842.0,4.2,34905.0,Draft,5/31/2019,,,,,,,,
843.0,3.9,46382.0,Cash,7/24/2021,,,,,,,,
844.0,4.2,11078.0,Cheque,10/5/2023,,,,,,,,
845.0,4.6,34533.0,Cheque,4/1/2023,,,,,,,,
846.0,3.8,23559.0,Draft,7/23/2022,,,,,,,,
847.0,3.7,30394.0,Cash,3/9/2020,,,,,,,,
848.0,5.6,19371.0,Cash,6/27/2021,,,,,,,,
849.0,4.4,21456.0,Pay Order,8/19/2022,,,,,,,,
850.0,2.4,40269.0,Cash,3/21/2019,,,,,,,,
851.0,5.5,18836.0,EFT,1/8/2022,,,,,,,,
852.0,5.0,27664.0,Cheque,4/9/2022,,,,,,,,
853.0,4.5,42732.0,Pay Order,1/14/2023,,,,,,,,
854.0,3.8,22456.0,Cash,8/14/2019,,,,,,,,
855.0,3.3,12854.0,Cash,10/24/2021,,,,,,,,
856.0,2.6,17959.0,Cheque,12/1/2022,,,,,,,,
857.0,2.3,10872.0,Pay Order,11/9/2019,,,,,,,,
858.0,3.9,28013.0,Draft,3/21/2023,,,,,,,,
